unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,borough,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location
59895195,2024-01-01T04:19:15.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,36 MCCLELLAN STREET,MCCLELLAN STREET,CROMWELL AVENUE,RIVER AVENUE,CROMWELL AVENUE,RIVER AVENUE,ADDRESS,BRONX,MCCLELLAN STREET,BRONX,1005736,243209,40.83420174731073,-73.9223554624244,"
,  
(40.83420174731073, -73.9223554624244)"
59896795,2024-01-01T04:18:43.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10002,521 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,ADDRESS,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,MANHATTAN,990782,199903,40.71536188445696,-73.97643722572816,"
,  
(40.71536188445696, -73.97643722572816)"
59896308,2024-01-01T04:18:35.000,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1773 74 STREET,74 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,74 STREET,BROOKLYN,985316,163149,40.61448266788612,-73.99616044727624,"
,  
(40.61448266788612, -73.99616044727624)"
59896807,2024-01-01T04:18:31.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11436,146-13 120 AVENUE,120 AVENUE,146 STREET,147 STREET,146 STREET,147 STREET,ADDRESS,JAMAICA,120 AVENUE,QUEENS,1041674,186050,40.677154777040855,-73.79297384905836,"
,  
(40.677154777040855, -73.79297384905836)"
59898427,2024-01-01T04:18:11.000,NYPD,Illegal Fireworks,N/A,Street/Sidewalk,11354,122-04 26 AVENUE,26 AVENUE,COLLEGE POINT BOULEVARD,123 STREET,COLLEGE POINT BOULEVARD,123 STREET,ADDRESS,FLUSHING,26 AVENUE,QUEENS,1026793,221464,40.7744414635005,-73.84639912117746,"
,  
(40.7744414635005, -73.84639912117746)"
59899472,2024-01-01T04:17:58.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11432,82-85 PARSONS BOULEVARD,PARSONS BOULEVARD,82 DRIVE,GRAND CENTRAL PARKWAY,82 DRIVE,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,PARSONS BOULEVARD,QUEENS,1037490,200321,40.71635141130459,-73.80794523627887,"
,  
(40.71635141130459, -73.80794523627887)"
59896667,2024-01-01T04:17:57.000,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11368,58-38 VAN CLEEF STREET,VAN CLEEF STREET,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,CORONA,VAN CLEEF STREET,QUEENS,1025992,208786,40.739647458683855,-73.84936982557248,"
,  
(40.739647458683855, -73.84936982557248)"
59895994,2024-01-01T04:17:39.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10030,214 WEST  140 STREET,WEST  140 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  140 STREET,MANHATTAN,1000258,237589,40.81878808007817,-73.94216486089655,"
,  
(40.81878808007817, -73.94216486089655)"
59896740,2024-01-01T04:16:45.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11355,45-15 COLDEN STREET,COLDEN STREET,45 AVENUE,GERANIUM AVENUE,45 AVENUE,GERANIUM AVENUE,ADDRESS,FLUSHING,COLDEN STREET,QUEENS,1033288,212758,40.75051213669342,-73.8230125874134,"
,  
(40.75051213669342, -73.8230125874134)"
59900309,2024-01-01T04:16:35.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11357,145-14 22 AVENUE,22 AVENUE,PARSONS BOULEVARD,LEE STREET,PARSONS BOULEVARD,LEE STREET,ADDRESS,WHITESTONE,22 AVENUE,QUEENS,1033331,223329,40.779526502665156,-73.82278020520886,"
,  
(40.779526502665156, -73.82278020520886)"
59896691,2024-01-01T04:16:22.000,NYPD,Illegal Fireworks,N/A,Residential Building/House,11209,3 AVENUE,3 AVENUE,3 AVENUE,85 STREET,3 AVENUE,85 STREET,INTERSECTION,NA,NA,BROOKLYN,975726,166737,40.62432694495243,-74.03070654341498,"
,  
(40.62432694495243, -74.03070654341498)"
59899720,2024-01-01T04:15:38.000,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10471,6211 BROADWAY,BROADWAY,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1012781,265876,40.896395792492356,-73.89680027435357,"
,  
(40.896395792492356, -73.89680027435357)"
59898384,2024-01-01T04:15:35.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11368,58-37 VANCLEEF STREET,VANCLEEF STREET,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,CORONA,VAN CLEEF STREET,QUEENS,1025987,208794,40.7396694402627,-73.84938781889996,"
,  
(40.7396694402627, -73.84938781889996)"
59897720,2024-01-01T04:15:33.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10455,556 BERGEN AVENUE,BERGEN AVENUE,EAST  149 STREET,WESTCHESTER AVENUE,EAST  149 STREET,WESTCHESTER AVENUE,ADDRESS,BRONX,BERGEN AVENUE,BRONX,1007403,236556,40.81593694882067,-73.91635434066616,"
,  
(40.81593694882067, -73.91635434066616)"
59897463,2024-01-01T04:15:14.000,DOB,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,NA,11207,10 SCHAEFFER STREET,SCHAEFFER STREET,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1008477,188762,40.68475169847593,-73.9126464522013,"
,  
(40.68475169847593, -73.9126464522013)"
59899569,2024-01-01T04:14:51.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,29 ALLEN STREET,ALLEN STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,ALLEN STREET,MANHATTAN,986415,200019,40.71568242313565,-73.99219019426182,"
,  
(40.71568242313565, -73.99219019426182)"
59898473,2024-01-01T04:14:10.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11433,106-60 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,GUY R BREWER BOULEVARD,QUEENS,1041673,193945,40.69882468593988,-73.79291016411402,"
,  
(40.69882468593988, -73.79291016411402)"
59896741,2024-01-01T04:12:56.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11205,213 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,BROOKLYN,995430,191319,40.69179617118657,-73.95968482608953,"
,  
(40.69179617118657, -73.95968482608953)"
59898660,2024-01-01T04:12:51.000,NYPD,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11372,35-51 95 STREET,95 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,95 STREET,QUEENS,1019565,213555,40.75276515250264,-73.872537219612,"
,  
(40.75276515250264, -73.872537219612)"
59895193,2024-01-01T04:12:39.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,30 EAST   30 STREET,EAST   30 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   30 STREET,MANHATTAN,988536,210746,40.74512463850905,-73.98453227710138,"
,  
(40.74512463850905, -73.98453227710138)"
59895959,2024-01-01T04:12:19.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10033,260 AUDUBON AVENUE,AUDUBON AVENUE,CROSS BRONX EXPWY EB ET    2,CROSS BRONX EXPWY EB ET    2,CROSS BRONX EXPWY EB ET    2,CROSS BRONX EXPWY EB ET    2,ADDRESS,NEW YORK,AUDUBON AVENUE,MANHATTAN,1002627,247888,40.84705125147759,-73.9335777135988,"
,  
(40.84705125147759, -73.9335777135988)"
59897752,2024-01-01T04:11:57.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,41-15 12 STREET,12 STREET,41 AVENUE,41 ROAD,41 AVENUE,41 ROAD,ADDRESS,LONG ISLAND CITY,12 STREET,QUEENS,999713,214210,40.754619962360394,-73.94418770234434,"
,  
(40.754619962360394, -73.94418770234434)"
59896838,2024-01-01T04:11:54.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11222,141 MILTON STREET,MILTON STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MILTON STREET,BROOKLYN,996672,205018,40.72939501169569,-73.95518088955873,"
,  
(40.72939501169569, -73.95518088955873)"
59897510,2024-01-01T04:11:24.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10472,1256 ELDER AVENUE,ELDER AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,ELDER AVENUE,BRONX,1017600,241688,40.8299902112177,-73.87948981185396,"
,  
(40.8299902112177, -73.87948981185396)"
59897634,2024-01-01T04:11:14.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11373,86-20 57 ROAD,57 ROAD,VAN HORN STREET,SEABURY STREET,VAN HORN STREET,SEABURY STREET,ADDRESS,ELMHURST,57 ROAD,QUEENS,1018789,206051,40.73217162999967,-73.87537657269633,"
,  
(40.73217162999967, -73.87537657269633)"
59896696,2024-01-01T04:10:40.000,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11207,1595 BROADWAY,BROADWAY,HALSEY STREET,THOMAS S BOYLAND STREET,HALSEY STREET,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,BROADWAY,BROOKLYN,1007816,189038,40.68551103961099,-73.91502880542559,"
,  
(40.68551103961099, -73.91502880542559)"
59900312,2024-01-01T04:09:40.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10474,866 HUNTS POINT AVENUE,HUNTS POINT AVENUE,GILBERT PLACE,SENECA AVENUE,GILBERT PLACE,SENECA AVENUE,ADDRESS,BRONX,HUNTS POINT AVENUE,BRONX,1015016,237351,40.81809576567971,-73.88884696858112,"
,  
(40.81809576567971, -73.88884696858112)"
59896733,2024-01-01T04:09:32.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11419,104-28 117 STREET,117 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,117 STREET,QUEENS,1032565,189111,40.68561091285362,-73.82579175604369,"
,  
(40.68561091285362, -73.82579175604369)"
59898669,2024-01-01T04:09:22.000,NYPD,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11208,200 CHESTNUT STREET,CHESTNUT STREET,RIDGEWOOD AVENUE,FULTON STREET,RIDGEWOOD AVENUE,FULTON STREET,ADDRESS,BROOKLYN,CHESTNUT STREET,BROOKLYN,1018780,188236,40.68327375278969,-73.87550040575793,"
,  
(40.68327375278969, -73.87550040575793)"
59895995,2024-01-01T04:08:51.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11379,69-04 66 ROAD,66 ROAD,69 STREET,70 STREET,69 STREET,70 STREET,ADDRESS,MIDDLE VILLAGE,66 ROAD,QUEENS,1015670,199435,40.71402395608324,-73.8866614047064,"
,  
(40.71402395608324, -73.8866614047064)"
59897568,2024-01-01T04:08:36.000,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,11203,4112 AVENUE D,AVENUE D,ALBANY AVENUE,EAST   42 STREET,ALBANY AVENUE,EAST   42 STREET,ADDRESS,BROOKLYN,AVENUE D,BROOKLYN,1001517,173038,40.641609123724876,-73.93778188138478,"
,  
(40.641609123724876, -73.93778188138478)"
59895957,2024-01-01T04:08:27.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11205,213 TAAFFE PLACE,TAAFFE PLACE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,BROOKLYN,995430,191319,40.69179617118657,-73.95968482608953,"
,  
(40.69179617118657, -73.95968482608953)"
59895150,2024-01-01T04:07:43.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10473,401 BRONX RIVER AVENUE,BRONX RIVER AVENUE,LACOMBE AVENUE,DEAD END,LACOMBE AVENUE,DEAD END,ADDRESS,BRONX,BRONX RIVER AVENUE,BRONX,1020906,236113,40.81467532925226,-73.86757405665098,"
,  
(40.81467532925226, -73.86757405665098)"
59895863,2024-01-01T04:07:20.000,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,1079 MANHATTAN AVENUE,MANHATTAN AVENUE,EAGLE STREET,DUPONT STREET,EAGLE STREET,DUPONT STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,BROOKLYN,996680,207255,40.73553501537036,-73.95514789255525,"
,  
(40.73553501537036, -73.95514789255525)"
59895873,2024-01-01T04:07:13.000,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,10452,1500 INWOOD AVENUE,INWOOD AVENUE,WEST  172 STREET,GOBLE PLACE,WEST  172 STREET,GOBLE PLACE,ADDRESS,BRONX,INWOOD AVENUE,BRONX,1007150,246363,40.84285500408789,-73.9172348864805,"
,  
(40.84285500408789, -73.9172348864805)"
59900142,2024-01-01T04:07:02.000,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11216,377 EASTERN PARKWAY,EASTERN PARKWAY,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,BROOKLYN,996381,183499,40.67033079789016,-73.95626959018416,"
,  
(40.67033079789016, -73.95626959018416)"
59895167,2024-01-01T04:06:54.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11413,145 AVENUE,145 AVENUE,145 AVENUE,230 STREET,145 AVENUE,230 STREET,INTERSECTION,NA,NA,QUEENS,1053669,180353,40.66143190990807,-73.74978811766069,"
,  
(40.66143190990807, -73.74978811766069)"
59894131,2024-01-01T04:06:27.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11368,58-37 VAN CLEEF STREET,VAN CLEEF STREET,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,SAULTELL AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,CORONA,VAN CLEEF STREET,QUEENS,1025987,208794,40.7396694402627,-73.84938781889996,"
,  
(40.7396694402627, -73.84938781889996)"
59895197,2024-01-01T04:05:35.000,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10472,1149 STRATFORD AVENUE,STRATFORD AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,STRATFORD AVENUE,BRONX,1018782,240952,40.82796556147396,-73.87522245020149,"
,  
(40.82796556147396, -73.87522245020149)"
59899300,2024-01-01T04:05:21.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11208,274 MILFORD STREET,MILFORD STREET,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,MILFORD STREET,BROOKLYN,1018474,184360,40.67263620820504,-73.87662338544617,"
,  
(40.67263620820504, -73.87662338544617)"
59899352,2024-01-01T04:05:20.000,NYPD,Drinking,In Public,Store/Commercial,10462,1550 BRONXDALE AVENUE,BRONXDALE AVENUE,SACKET AVENUE,PIERCE AVENUE,SACKET AVENUE,PIERCE AVENUE,ADDRESS,BRONX,BRONXDALE AVENUE,BRONX,1024119,246514,40.84320914443381,-73.85590476529975,"
,  
(40.84320914443381, -73.85590476529975)"
59899800,2024-01-01T04:05:16.000,NYPD,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10453,1843 GRAND CONCOURSE,GRAND CONCOURSE,EAST  176 STREET,MOUNT HOPE PLACE,EAST  176 STREET,MOUNT HOPE PLACE,ADDRESS,BRONX,GRAND CONCOURSE,BRONX,1009896,248259,40.84805141612977,-73.90730305681124,"
,  
(40.84805141612977, -73.90730305681124)"
59896774,2024-01-01T04:05:07.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11416,97-15 104 STREET,104 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,104 STREET,QUEENS,1028694,189852,40.687665068631176,-73.83974440802773,"
,  
(40.687665068631176, -73.83974440802773)"
59899147,2024-01-01T04:05:00.000,DEP,Sewer,Catch Basin Search (SC2),NA,11221,728 LEXINGTON AVENUE,LEXINGTON AVENUE,MALCOLM X BLVD,PATCHEN AVE,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1003672,190699,40.69008016531458,-73.92996590230065,"
,  
(40.69008016531458, -73.92996590230065)"
59895196,2024-01-01T04:04:33.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11209,371 82 STREET,82 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,82 STREET,BROOKLYN,976449,167333,40.62596350606194,-74.02810272384875,"
,  
(40.62596350606194, -74.02810272384875)"
59895893,2024-01-01T04:03:37.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11221,645 GATES AVENUE,GATES AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,GATES AVENUE,BROOKLYN,1000650,189700,40.68734425614998,-73.94086540821745,"
,  
(40.68734425614998, -73.94086540821745)"
59897835,2024-01-01T04:03:33.000,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2721 MORRIS AVENUE,MORRIS AVENUE,NA,NA,NA,NA,ADDRESS,BRONX,NA,BRONX,1013159,255573,40.86811605903075,-73.89547747627884,"
,  
(40.86811605903075, -73.89547747627884)"
59899294,2024-01-01T04:03:13.000,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11203,145 EAST   52 STREET,EAST   52 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,EAST   52 STREET,BROOKLYN,1003937,178872,40.65761713399762,-73.92904487987639,"
,  
(40.65761713399762, -73.92904487987639)"
59900363,2024-01-01T04:02:54.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10310,214 MARKET STREET,MARKET STREET,CAMPBELL AVENUE,BROADWAY,CAMPBELL AVENUE,BROADWAY,ADDRESS,STATEN ISLAND,MARKET STREET,STATEN ISLAND,951955,170831,40.63550933821846,-74.11635784426315,"
,  
(40.63550933821846, -74.11635784426315)"
59893998,2024-01-01T04:02:47.000,DOB,Emergency Response Team (ERT),Lights From Parking Lot Shining On Building,NA,11221,290 CENTRAL AVENUE,CENTRAL AVENUE,NA,NA,NA,NA,ADDRESS,BROOKLYN,NA,BROOKLYN,1005957,192901,40.696118834385295,-73.92171929300055,"
,  
(40.696118834385295, -73.92171929300055)"
59898298,2024-01-01T04:02:38.000,NYPD,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11220,880 47 STREET,47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,47 STREET,BROOKLYN,984145,173113,40.64183181347104,-74.0003783473509,"
,  
(40.64183181347104, -74.0003783473509)"
59894202,2024-01-01T04:02:35.000,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11223,2320 MCDONALD AVENUE,MCDONALD AVENUE,VILLAGE ROAD NORTH,GRAVESEND NECK ROAD,VILLAGE ROAD NORTH,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,MCDONALD AVENUE,BROOKLYN,991631,156322,40.59574093644695,-73.97342234081202,"
,  
(40.59574093644695, -73.97342234081202)"
59897658,2024-01-01T04:02:26.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11214,2373 85 STREET,85 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,BROOKLYN,85 STREET,BROOKLYN,987165,157985,40.60030812938226,-73.98950288917054,"
,  
(40.60030812938226, -73.98950288917054)"
59895176,2024-01-01T04:02:18.000,NYPD,Noise - Residential,Loud Talking,Residential Building/House,11221,275 KOSCIUSZKO STREET,KOSCIUSZKO STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,BROOKLYN,999804,191210,40.691490385152306,-73.94391240072227,"
,  
(40.691490385152306, -73.94391240072227)"
59894232,2024-01-01T04:02:00.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11226,1800 DORCHESTER ROAD,DORCHESTER ROAD,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,DORCHESTER ROAD,BROOKLYN,995005,172659,40.640579151600704,-73.96124714759169,"
,  
(40.640579151600704, -73.96124714759169)"
59896028,2024-01-01T04:01:49.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,WEST  179 STREET,ANDREWS AVENUE SOUTH,WEST  179 STREET,INTERSECTION,NA,NA,BRONX,1008383,250881,40.85525228957311,-73.91276232241758,"
,  
(40.85525228957311, -73.91276232241758)"
59896912,2024-01-01T04:01:47.000,NYPD,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11203,96 EAST   54 STREET,EAST   54 STREET,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,EAST   54 STREET,BROOKLYN,1004501,178526,40.65666616830936,-73.92701317297289,"
,  
(40.65666616830936, -73.92701317297289)"
59894097,2024-01-01T04:01:35.000,NYPD,Noise - Residential,Loud Television,Residential Building/House,11221,275 KOSCIUSZKO STREET,KOSCIUSZKO STREET,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,BROOKLYN,999804,191210,40.691490385152306,-73.94391240072227,"
,  
(40.691490385152306, -73.94391240072227)"
59900345,2024-01-01T04:01:19.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11373,89-20 ELMHURST AVENUE,ELMHURST AVENUE,DENMAN STREET,CASE STREET,DENMAN STREET,CASE STREET,ADDRESS,ELMHURST,ELMHURST AVENUE,QUEENS,1018408,211672,40.747601343103895,-73.87672275019942,"
,  
(40.747601343103895, -73.87672275019942)"
59897761,2024-01-01T04:00:33.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,51-29 43 AVENUE,43 AVENUE,51 STREET,52 STREET,51 STREET,52 STREET,ADDRESS,WOODSIDE,43 AVENUE,QUEENS,1008282,210458,40.74430253560308,-73.91327209785145,"
,  
(40.74430253560308, -73.91327209785145)"
59894377,2024-01-01T03:59:32.000,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11223,1825 WEST   13 STREET,WEST   13 STREET,HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,ADDRESS,BROOKLYN,WEST   13 STREET,BROOKLYN,988350,158603,40.602003944950205,-73.98523524952421,"
,  
(40.602003944950205, -73.98523524952421)"
59894330,2024-01-01T03:59:10.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11416,99-09 98 STREET,98 STREET,99 AVENUE,101 AVENUE,99 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,98 STREET,QUEENS,1027594,189164,40.685782124471224,-73.84371519109945,"
,  
(40.685782124471224, -73.84371519109945)"
59898550,2024-01-01T03:59:08.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10465,195 SWINTON AVENUE,SWINTON AVENUE,COLLIS PLACE,HARDING AVENUE,COLLIS PLACE,HARDING AVENUE,ADDRESS,BRONX,SWINTON AVENUE,BRONX,1034354,236219,40.81490023271367,-73.81899023126977,"
,  
(40.81490023271367, -73.81899023126977)"
59899411,2024-01-01T03:58:50.000,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11223,1825 WEST   13 STREET,WEST   13 STREET,HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,ADDRESS,BROOKLYN,WEST   13 STREET,BROOKLYN,988350,158603,40.602003944950205,-73.98523524952421,"
,  
(40.602003944950205, -73.98523524952421)"
59899385,2024-01-01T03:58:20.000,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,10462,1550 BRONXDALE AVENUE,BRONXDALE AVENUE,SACKET AVENUE,PIERCE AVENUE,SACKET AVENUE,PIERCE AVENUE,ADDRESS,BRONX,BRONXDALE AVENUE,BRONX,1024119,246514,40.84320914443381,-73.85590476529975,"
,  
(40.84320914443381, -73.85590476529975)"
59895956,2024-01-01T03:58:17.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11201,160 NAVY WALK,NAVY WALK,HUDSON WALK,MYRTLE AVENUE,HUDSON WALK,MYRTLE AVENUE,ADDRESS,BROOKLYN,NAVY WALK,BROOKLYN,989738,192108,40.6939671536727,-73.98020958205214,"
,  
(40.6939671536727, -73.98020958205214)"
59895094,2024-01-01T03:58:17.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1540 JESUP AVENUE,JESUP AVENUE,WEST  172 STREET,CROSS BX EP NB EN WASHINGTON BR,WEST  172 STREET,CROSS BX EP NB EN WASHINGTON BR,ADDRESS,BRONX,JESUP AVENUE,BRONX,1006800,246887,40.844294130743954,-73.91849809266998,"
,  
(40.844294130743954, -73.91849809266998)"
59898639,2024-01-01T03:58:16.000,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11223,1825 WEST   13 STREET,WEST   13 STREET,HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,ADDRESS,BROOKLYN,WEST   13 STREET,BROOKLYN,988350,158603,40.602003944950205,-73.98523524952421,"
,  
(40.602003944950205, -73.98523524952421)"
59897662,2024-01-01T03:57:59.000,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10031,550 WEST  153 STREET,WEST  153 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  153 STREET,MANHATTAN,999382,241983,40.83084990330463,-73.94531984191735,"
,  
(40.83084990330463, -73.94531984191735)"
